,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
6778.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6779.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6780.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6781.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6782.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6783.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6784.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6785.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6786.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6787.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6788.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6789.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6790.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6791.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6792.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6793.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6794.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6795.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6796.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6797.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6798.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6799.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6800.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6801.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6802.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6803.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6804.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6805.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6806.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6807.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6808.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6809.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6810.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6811.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6812.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6813.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6814.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6815.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6816.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6817.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6818.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6819.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6820.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6821.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6822.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6823.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6824.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6825.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6826.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6827.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6828.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6829.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6830.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6831.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6832.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6833.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6834.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6835.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6836.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6837.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6838.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6839.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6840.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6841.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6842.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6843.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6844.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6845.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6846.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6847.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6848.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6849.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6850.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6851.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6852.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6853.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6854.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6855.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6856.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6857.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6858.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6859.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6860.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6861.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6862.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6863.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6864.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6865.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6866.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6867.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6868.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6869.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6870.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6871.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6872.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6873.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6874.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6875.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6876.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6877.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6878.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6879.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6880.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6881.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6882.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6883.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6884.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6885.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6886.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6887.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6888.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6889.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6890.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6891.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6892.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6893.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6894.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6895.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6896.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6897.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6898.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6899.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6900.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6901.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6902.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6903.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6904.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6905.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6906.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6907.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6908.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6909.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6910.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6911.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6912.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6913.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6914.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6915.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6916.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6917.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6918.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6919.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6920.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6921.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6922.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6923.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6924.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6925.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6926.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6927.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6928.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6929.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6930.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6931.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6932.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6933.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6934.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6935.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6936.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6937.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6938.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6939.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6940.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6941.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6942.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6943.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6944.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6945.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6946.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6947.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6948.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6949.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6950.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6951.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6952.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6953.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6954.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6955.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6956.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6957.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6958.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6959.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6960.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6961.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6962.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6963.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6964.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6965.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6966.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6967.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6968.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6969.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6970.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6971.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
6972.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6973.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
6974.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6975.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6976.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6977.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6978.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6979.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6980.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6981.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6982.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6983.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6984.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6985.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6986.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6987.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6988.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
6989.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6990.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6991.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
6992.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6993.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6994.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
6995.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
6996.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6997.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
6998.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
6999.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7000.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7001.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7002.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7003.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7004.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7005.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7006.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7007.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7008.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7009.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7010.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7011.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7012.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7013.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7014.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7015.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7016.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7017.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7018.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7019.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7020.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7021.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7022.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7023.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7024.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7025.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7026.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7027.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7028.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7029.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7030.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7031.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7032.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7033.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7034.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7035.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7036.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7037.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7038.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7039.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7040.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7041.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7042.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7043.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7044.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7045.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7046.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7047.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7048.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7049.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7050.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7051.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7052.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7053.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7054.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7055.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7056.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7057.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7058.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7059.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7060.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7061.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7062.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7063.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7064.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7065.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7066.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7067.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7068.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7069.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7070.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7071.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7072.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7073.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7074.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7075.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7076.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7077.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7078.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7079.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7080.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7081.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7082.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7083.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7084.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7085.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7086.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7087.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7088.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7089.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7090.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7091.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7092.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7093.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7094.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7095.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7096.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7097.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7098.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7099.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7100.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7101.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7102.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7103.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7104.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7105.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7106.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7107.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7108.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7109.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7110.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7111.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7112.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7113.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7114.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7115.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7116.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7117.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7118.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7119.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7120.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7121.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7122.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7123.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7124.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7125.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7126.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7127.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7128.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7129.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7130.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7131.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7132.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7133.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7134.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7135.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7136.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7137.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7138.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7139.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7140.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7141.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7142.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7143.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7144.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7145.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7146.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7147.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7148.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7149.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7150.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7151.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7152.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
